@relation student-performance-portuguese-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R3

@attribute school { GP, MS}
@attribute sex { F, M}
@attribute age { 15, 16, 17, 18, 19, 20, 21, 22}
@attribute address { R, U}
@attribute famsize { GT3, LE3}
@attribute Pstatus { A, T}
@attribute Medu { 0, 1, 2, 3, 4}
@attribute Fedu { 0, 1, 2, 3, 4}
@attribute Mjob { at_home, health, other, services, teacher}
@attribute Fjob { at_home, health, other, services, teacher}
@attribute reason { course, home, other, reputation}
@attribute guardian { father, mother, other}
@attribute traveltime { 1, 2, 3, 4}
@attribute studytime { 1, 2, 3, 4}
@attribute failures { 0, 1, 2, 3}
@attribute schoolsup { no, yes}
@attribute famsup { no, yes}
@attribute paid { no, yes}
@attribute activities { no, yes}
@attribute nursery { no, yes}
@attribute higher { no, yes}
@attribute internet { no, yes}
@attribute romantic { no, yes}
@attribute famrel { 1, 2, 3, 4, 5}
@attribute freetime { 1, 2, 3, 4, 5}
@attribute goout { 1, 2, 3, 4, 5}
@attribute Dalc { 1, 2, 3, 4, 5}
@attribute Walc { 1, 2, 3, 4, 5}
@attribute health { 1, 2, 3, 4, 5}
@attribute absences numeric
@attribute G3 { 0, 1}

@data
MS,F,18,R,GT3,T,1,1,at_home,services,other,father,1,3,1,no,yes,no,yes,yes,yes,no,no,4,4,4,1,3,4,4.0,1
MS,F,16,R,GT3,T,3,3,other,other,course,mother,1,3,1,no,yes,yes,no,yes,no,no,yes,5,2,4,2,3,4,11.0,1
GP,F,16,U,GT3,T,3,2,other,other,reputation,father,2,3,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,1,1,5,31.0,1
MS,M,17,U,LE3,T,2,4,other,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,5,1,3,1,2,5,0.0,1
MS,F,17,R,GT3,T,4,4,health,services,course,father,2,2,0,no,yes,no,yes,yes,yes,no,yes,3,5,5,1,1,3,0.0,1
GP,M,18,R,GT3,T,4,3,health,services,course,mother,1,1,0,yes,yes,no,yes,no,yes,no,yes,4,3,4,1,3,5,5.0,1
GP,M,17,U,GT3,T,4,4,health,health,reputation,father,2,2,0,yes,no,no,yes,yes,yes,yes,yes,3,5,3,5,2,5,2.0,1
MS,F,18,R,GT3,T,3,3,other,services,reputation,other,3,4,0,no,no,no,no,no,no,yes,no,5,2,3,1,1,1,4.0,1
GP,F,15,U,GT3,T,4,3,other,other,course,father,1,1,0,no,yes,no,no,no,yes,no,no,3,3,5,1,4,5,0.0,1
GP,M,17,R,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,2,1,1,1,6.0,1
MS,F,15,U,LE3,T,4,4,other,teacher,reputation,father,2,3,0,no,yes,no,yes,yes,yes,no,no,4,3,4,5,3,5,9.0,1
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,4,4,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,3,1,3,1.0,1
MS,M,17,R,LE3,T,2,2,other,other,home,father,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,1,5,5.0,1
GP,F,17,U,GT3,A,1,1,other,at_home,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,5,2,1,0.0,1
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,no,yes,3,4,2,5,1,5,4.0,1
GP,F,18,U,GT3,T,1,2,at_home,other,course,other,2,1,0,no,yes,no,no,yes,yes,yes,no,1,4,2,1,3,5,0.0,1
MS,F,18,R,GT3,T,1,2,at_home,services,course,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,2,2,1,3,5,3.0,0
GP,F,19,U,GT3,T,4,4,services,other,home,mother,2,2,0,no,yes,no,no,no,yes,yes,no,4,3,3,1,3,4,3.0,1
GP,F,17,U,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,no,3,3,3,1,1,4,2.0,1
MS,M,16,R,GT3,A,4,3,teacher,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,no,3,3,1,1,3,2,1.0,0
GP,F,16,R,GT3,T,2,2,services,services,course,father,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,1,1.0,1
MS,M,15,R,LE3,T,2,2,services,services,course,mother,1,1,1,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,1.0,1
MS,F,15,R,GT3,T,2,2,other,services,course,father,1,2,0,yes,no,no,yes,no,yes,no,no,5,4,5,3,3,4,3.0,1
MS,F,19,R,GT3,A,2,2,other,other,course,other,1,4,2,no,yes,no,yes,no,yes,yes,yes,5,3,2,4,2,2,5.0,0
GP,F,17,R,LE3,T,3,4,other,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,1,2,1,1,5,2.0,1
MS,F,15,R,LE3,T,2,2,other,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,1,3,5,11.0,0
GP,F,16,R,GT3,T,1,1,other,services,course,father,4,2,0,yes,yes,no,yes,yes,yes,no,no,5,2,2,3,1,5,6.0,1
GP,M,15,R,LE3,T,3,3,other,at_home,reputation,mother,2,2,0,no,no,yes,no,yes,yes,no,no,4,4,1,1,2,4,17.0,1
GP,F,17,U,GT3,T,3,2,other,other,home,father,2,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,4,3,4,2.0,1
GP,F,16,U,GT3,T,4,4,services,health,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,3,1,3,4,5,6.0,1
GP,M,15,U,GT3,T,2,2,at_home,at_home,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,1,1.0,1
GP,F,15,U,GT3,T,4,4,services,services,home,father,1,3,0,no,yes,no,no,yes,yes,yes,no,5,3,1,2,5,3,1.0,1
GP,F,18,U,GT3,T,1,1,at_home,services,course,father,2,2,1,no,yes,yes,yes,yes,yes,yes,yes,5,5,5,1,1,3,2.0,1
GP,M,17,U,GT3,T,2,1,at_home,other,reputation,father,1,2,1,yes,no,no,no,no,yes,yes,no,3,3,2,1,3,1,1.0,1
GP,F,17,U,GT3,T,2,2,other,services,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,2,4,3,4,4,4.0,1
GP,M,17,U,GT3,T,2,3,other,services,home,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,4,5,1.0,1
GP,F,19,U,GT3,T,2,1,other,other,home,other,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,5,1,1,3,1.0,1
GP,M,18,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,5,2,2,4,0.0,1
GP,F,17,U,LE3,T,4,4,health,other,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,2,4,2,2,1,4,3.0,1
GP,F,18,U,LE3,T,4,3,teacher,other,home,mother,2,1,0,no,yes,no,no,yes,yes,no,yes,5,4,3,1,1,3,4.0,1
MS,F,18,R,GT3,T,4,4,services,teacher,other,other,3,2,0,no,yes,no,no,no,yes,yes,yes,3,3,2,1,3,3,2.0,0
GP,M,19,U,GT3,T,3,2,services,services,reputation,mother,2,1,1,no,no,no,yes,yes,yes,yes,no,1,3,3,1,5,4,4.0,1
GP,F,17,R,LE3,A,1,2,at_home,services,reputation,mother,1,2,0,no,no,no,no,yes,yes,no,no,4,5,3,1,2,5,1.0,1
GP,F,18,R,LE3,T,2,2,services,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,5,3,1,4,4,0.0,1
GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,1,4,1,1,5,0.0,1
GP,F,19,R,GT3,T,2,1,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,3,3,8.0,1
MS,F,17,U,GT3,T,1,2,other,services,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,2,1,3,2,4,9.0,1
MS,M,15,R,GT3,T,4,4,services,health,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,5,5,1,3,2,4.0,1
GP,M,16,R,LE3,T,4,4,teacher,services,other,father,3,2,0,no,no,no,no,yes,yes,no,yes,4,4,3,2,2,3,1.0,1
GP,F,17,R,GT3,T,3,4,other,services,home,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,3,5,1,5,3,11.0,1
GP,F,18,R,GT3,T,3,2,services,at_home,course,other,2,4,1,no,no,no,no,no,yes,yes,no,2,5,3,1,1,5,9.0,1
GP,M,16,R,LE3,T,2,2,at_home,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,1,1,5,0.0,1
MS,M,18,R,LE3,T,2,3,other,other,course,mother,1,2,1,no,yes,no,no,no,no,no,yes,5,5,4,4,1,2,2.0,0
GP,F,15,U,GT3,T,2,2,other,other,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,3,2,4,4,2.0,1
GP,F,18,U,GT3,T,4,1,services,other,course,mother,1,1,0,yes,yes,no,no,no,yes,yes,no,4,2,3,1,1,2,3.0,1
MS,F,16,R,GT3,T,1,0,other,other,other,mother,1,2,1,no,yes,no,no,yes,yes,no,no,4,5,4,1,1,3,11.0,1
MS,M,16,R,GT3,T,4,2,health,services,home,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,5,2,1,3,5,6.0,1
MS,M,16,U,LE3,A,1,1,at_home,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,2,4,4,10.0,1
MS,M,15,U,LE3,T,2,2,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,5,4,1,2,4,3.0,1
MS,M,19,U,GT3,T,1,3,at_home,other,course,mother,1,1,1,no,yes,no,yes,no,no,yes,yes,3,2,4,1,3,5,5.0,1
GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,3,4,9.0,1
MS,F,17,R,GT3,T,4,2,services,other,other,mother,2,4,0,no,no,no,no,no,yes,yes,no,5,4,3,1,1,3,6.0,1
GP,F,15,R,LE3,T,3,2,other,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,5,5,4,2,1,4,4.0,1
GP,F,18,U,GT3,T,2,3,at_home,services,other,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,2,2,1,3.0,1
MS,M,19,R,GT3,T,4,4,other,services,reputation,father,1,1,3,no,no,no,yes,yes,no,yes,no,3,3,5,2,4,5,2.0,0
MS,M,16,U,LE3,T,2,2,services,services,other,father,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,1,5,13.0,1
GP,F,18,U,GT3,T,4,3,health,services,course,mother,1,4,1,no,yes,no,yes,yes,yes,yes,yes,4,1,5,3,5,1,3.0,1
GP,M,17,U,GT3,T,1,1,other,services,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,5,1,2,5,1.0,1
GP,F,18,U,GT3,T,2,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,1,4,1,1,2,5,2.0,1
MS,M,16,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,3,4,3,2,3,3,0.0,1
MS,F,18,R,LE3,T,4,3,teacher,services,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,4,5,4,2,3,3,1.0,1
GP,F,17,U,GT3,A,4,4,other,services,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,3,2,1,3,4,0.0,1
GP,M,15,U,GT3,T,4,2,services,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,4,3,4.0,1
MS,M,19,U,GT3,T,1,0,other,other,other,other,1,1,3,no,yes,no,no,yes,no,yes,no,4,4,1,2,1,3,2.0,0
MS,F,18,U,GT3,A,0,0,at_home,at_home,course,other,2,1,0,yes,no,no,yes,yes,yes,no,no,4,4,5,1,1,2,13.0,1
GP,F,16,U,GT3,T,1,1,other,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,2,2,2,2,0.0,1
MS,F,18,U,GT3,T,4,4,teacher,teacher,home,mother,1,3,2,no,no,no,no,yes,no,yes,no,3,3,4,4,2,1,1.0,0
GP,F,18,U,LE3,T,3,3,other,other,course,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,8.0,1
MS,F,20,U,LE3,T,1,1,at_home,at_home,course,other,1,1,1,yes,no,no,no,yes,no,yes,yes,4,4,4,2,4,5,9.0,1
GP,F,15,U,LE3,T,4,4,teacher,health,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,4,5,1,4,5,3.0,1
GP,F,18,U,GT3,T,4,4,teacher,services,course,father,1,2,0,no,yes,no,yes,yes,no,no,no,4,3,4,1,1,2,0.0,1
GP,F,21,U,GT3,T,4,3,other,at_home,course,other,1,2,2,no,yes,no,no,yes,yes,yes,no,3,3,5,1,1,4,1.0,1
MS,F,18,R,GT3,A,3,2,services,other,home,mother,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,5,1.0,1
GP,M,17,U,GT3,T,4,4,services,other,home,father,1,2,0,no,yes,no,yes,yes,no,yes,no,4,4,2,2,2,4,9.0,1
GP,F,16,U,GT3,T,4,4,teacher,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,4,1,1,4,5,2.0,1
MS,F,17,U,GT3,T,1,0,at_home,other,home,father,4,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,1,2,5,5,17.0,1
GP,M,19,U,LE3,T,3,3,services,other,course,other,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,5,2.0,1
GP,M,16,U,GT3,A,2,1,at_home,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,4,3,1,2,2,2.0,1
MS,M,18,U,LE3,A,2,2,other,other,other,mother,1,2,0,no,no,no,no,yes,no,yes,yes,3,3,2,1,5,1,2.0,1
MS,F,15,R,LE3,T,2,2,services,other,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,2,1,3,2,9.0,1
GP,F,18,R,LE3,T,4,4,other,health,home,father,2,1,1,no,yes,no,no,yes,yes,no,no,5,2,2,1,2,1,17.0,1
GP,F,18,U,LE3,T,3,4,services,at_home,course,mother,4,1,0,no,yes,no,yes,no,yes,yes,no,5,3,4,2,1,5,3.0,1
GP,F,17,U,LE3,T,2,1,other,other,other,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,4,4,5,3,3,1,8.0,1
MS,F,17,R,GT3,T,3,3,other,other,reputation,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,5,3.0,1
GP,F,15,U,GT3,T,3,2,services,other,home,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,2,3,3,4,2,9.0,1
GP,M,16,U,GT3,T,3,3,services,services,reputation,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,4,4,3,1,4,4,15.0,1
GP,M,15,R,GT3,T,3,3,services,services,reputation,father,3,2,0,no,yes,no,yes,no,yes,yes,no,4,4,3,1,2,5,6.0,1
MS,F,15,R,LE3,A,4,3,services,services,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,1,2,5,5.0,1
GP,F,18,U,GT3,T,2,1,at_home,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,1,1,3,2.0,1
GP,M,15,U,GT3,T,1,1,at_home,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,2,3,1.0,1
MS,F,15,U,GT3,T,4,4,services,other,other,father,2,1,1,no,yes,no,no,yes,yes,no,yes,3,3,4,1,3,4,13.0,1
GP,M,17,U,LE3,T,1,1,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,5,1,5,1.0,1
MS,M,16,R,LE3,T,4,1,teacher,other,reputation,mother,3,3,0,no,yes,no,no,yes,yes,yes,no,5,1,3,1,1,5,9.0,0
MS,M,15,R,GT3,T,3,1,services,other,other,mother,2,2,0,no,yes,no,yes,no,yes,yes,no,4,3,5,1,1,1,5.0,1
GP,F,16,U,GT3,T,4,3,teacher,services,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,4,4,3,3,3,9.0,1
GP,M,17,U,GT3,T,2,2,other,services,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,2,5,5,2,4,8.0,1
GP,F,19,U,LE3,A,4,4,other,teacher,course,other,1,2,0,no,yes,no,no,yes,yes,no,yes,4,5,5,1,5,5,1.0,1
MS,F,16,R,GT3,T,3,2,other,other,other,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,3,5,3,5,3,1.0,1
GP,F,17,R,GT3,T,2,1,other,services,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,4,2,3.0,1
GP,M,17,U,LE3,T,3,2,services,other,course,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,3,4,5,1,4,1,1.0,1
MS,F,15,R,GT3,T,1,1,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,4,3,2,2,4,5,5.0,1
MS,F,16,U,LE3,T,1,1,other,services,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,5,4,19.0,1
MS,F,16,R,GT3,T,2,2,other,health,reputation,mother,3,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,3,3,0.0,1
GP,F,18,U,LE3,T,2,3,services,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,4,3,6.0,1
MS,F,19,U,GT3,A,4,3,teacher,services,home,mother,1,2,1,no,yes,no,no,no,no,yes,no,4,2,2,1,2,3,4.0,0
GP,M,17,U,GT3,T,2,2,at_home,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,2,4,5,1,4,1,0.0,1
MS,F,16,U,GT3,T,2,1,services,at_home,home,father,1,1,0,no,no,no,yes,yes,yes,no,no,1,3,2,5,2,2,0.0,1
GP,F,15,U,LE3,T,2,2,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,no,4,4,2,1,1,1,5.0,1
GP,F,16,U,GT3,T,1,1,at_home,other,course,mother,1,3,0,yes,no,no,no,no,yes,yes,no,5,2,4,1,2,3,2.0,1
MS,F,16,R,GT3,T,4,4,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,no,no,4,5,4,1,3,5,4.0,1
MS,F,16,R,GT3,T,2,2,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,5,22.0,0
MS,F,17,R,GT3,T,4,4,teacher,teacher,home,mother,1,2,0,no,no,no,yes,no,yes,yes,no,4,4,3,1,3,2,1.0,0
GP,M,18,U,LE3,T,4,4,services,teacher,reputation,mother,3,1,0,no,no,no,no,yes,yes,yes,yes,3,3,1,1,1,3,0.0,1
MS,F,15,U,GT3,T,4,3,teacher,other,other,mother,3,1,0,no,no,no,yes,no,yes,yes,yes,3,4,2,3,3,3,6.0,1
GP,F,18,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,1,2,1,1,5,5.0,1
MS,F,18,R,GT3,T,4,3,at_home,other,other,mother,2,4,3,yes,yes,no,yes,no,yes,yes,no,4,2,4,1,2,5,5.0,0
GP,F,16,U,GT3,T,2,2,services,services,home,mother,1,3,0,yes,yes,no,no,yes,yes,yes,yes,4,1,3,1,4,5,2.0,1
GP,F,17,U,GT3,T,4,4,other,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,2,1,5,2.0,1
MS,F,19,R,GT3,T,3,1,at_home,services,home,other,2,2,1,no,yes,no,no,yes,no,yes,yes,4,4,5,1,2,3,4.0,0
MS,M,17,R,GT3,T,2,1,other,other,home,mother,2,2,0,no,no,no,no,yes,yes,yes,no,2,4,3,1,2,5,3.0,1
MS,F,18,U,GT3,T,3,2,other,at_home,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,4,1,2,5,0.0,1
GP,F,17,U,GT3,T,2,2,at_home,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,1,2,4,0.0,1
GP,M,18,U,GT3,T,4,4,teacher,services,course,father,4,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,5,0.0,1
GP,M,16,U,LE3,T,1,1,at_home,at_home,home,mother,1,1,0,no,no,no,yes,yes,yes,no,no,4,2,3,1,1,3,11.0,0
MS,M,16,U,GT3,T,1,1,at_home,other,home,other,1,1,0,no,no,no,no,yes,yes,no,yes,5,3,2,5,2,5,3.0,1
GP,M,17,U,GT3,T,1,1,at_home,other,course,father,1,3,1,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,4,5,5.0,0
GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,no,no,yes,no,no,4,3,3,3,3,3,2.0,1
GP,F,16,U,GT3,T,1,1,other,teacher,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,3,1,4,4,3.0,1
MS,F,19,U,LE3,A,3,3,services,services,home,mother,2,2,3,yes,no,no,no,yes,yes,yes,yes,4,3,3,1,1,5,1.0,0
GP,F,16,U,GT3,T,4,1,health,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,3,4,4.0,1
GP,F,17,U,GT3,T,4,4,teacher,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,3,10.0,1
MS,F,16,U,GT3,T,3,1,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,2,3,1,5,4,2.0,1
MS,F,16,U,GT3,T,1,1,at_home,other,home,mother,1,2,0,no,no,no,no,no,yes,no,no,4,3,4,1,5,3,2.0,0
GP,M,17,U,LE3,T,4,4,teacher,services,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,3,2,5,0.0,1
GP,F,16,U,LE3,T,2,2,services,other,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,3,2,4.0,1
MS,F,19,U,LE3,T,3,2,at_home,services,other,other,2,2,0,no,yes,no,yes,yes,yes,no,no,4,1,5,4,1,5,0.0,0
GP,F,15,U,LE3,T,4,2,services,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,5,2,4,1,3,3,0.0,1
MS,M,16,U,GT3,T,4,3,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,4.0,1
GP,M,17,U,GT3,T,3,1,services,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,3,1.0,1
GP,F,16,R,LE3,T,1,2,at_home,other,reputation,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,2,2,3,4,1,3,4.0,1
MS,F,16,U,LE3,T,3,3,services,other,course,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,4,3,4,3,5,1.0,0
GP,F,19,U,LE3,T,4,4,teacher,other,course,father,2,1,0,no,no,no,yes,yes,yes,yes,no,1,4,4,1,1,4,1.0,1
MS,M,18,R,GT3,T,3,3,at_home,other,reputation,father,2,1,0,no,no,no,no,no,yes,no,no,4,4,5,1,3,3,1.0,1
MS,F,18,U,GT3,T,3,2,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,no,no,4,3,5,1,5,5,9.0,1
GP,F,19,U,LE3,T,1,1,at_home,other,course,father,1,3,1,yes,no,no,no,yes,yes,no,yes,5,4,5,1,1,5,1.0,1
MS,M,15,R,GT3,T,1,1,at_home,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0.0,0
MS,M,15,R,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,1,1.0,1
MS,M,16,U,GT3,T,1,1,other,services,reputation,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,3,5.0,0
GP,F,16,U,GT3,T,4,1,teacher,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,4,5,1,1,3,9.0,1
MS,M,17,R,GT3,T,2,3,other,services,course,mother,3,1,0,no,yes,yes,yes,no,yes,no,yes,4,5,2,1,1,1,2.0,1
MS,M,16,U,GT3,T,2,2,other,at_home,other,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,4,1,3,1,2.0,1
GP,F,16,U,GT3,T,3,3,services,other,home,mother,1,1,0,yes,yes,no,no,no,yes,yes,yes,4,4,2,1,3,2,2.0,1
GP,F,15,U,GT3,A,1,1,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,1,1,5,2.0,1
GP,M,18,R,GT3,T,1,1,other,other,reputation,mother,3,3,0,no,yes,no,yes,yes,no,no,yes,4,1,3,2,3,5,5.0,1
GP,F,18,U,GT3,T,1,1,at_home,services,course,mother,1,4,2,no,yes,no,no,no,no,yes,yes,5,3,4,1,2,4,4.0,1
GP,F,17,U,GT3,T,2,4,other,services,home,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,3,3,3,2,1,2,1.0,1
MS,F,16,R,GT3,T,1,1,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,4,2,3,1,1,5,2.0,1
MS,M,15,U,LE3,T,2,2,other,other,other,father,1,3,0,no,no,no,no,yes,yes,yes,yes,4,4,3,1,4,4,6.0,1
MS,F,17,R,GT3,T,2,1,other,other,other,mother,4,2,0,no,yes,no,yes,yes,no,yes,no,4,5,4,1,2,4,6.0,0
GP,F,17,U,LE3,T,3,3,other,at_home,reputation,mother,1,4,0,no,yes,no,no,yes,yes,no,yes,3,3,5,1,3,5,3.0,1
MS,F,16,U,GT3,T,1,3,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,no,yes,4,4,1,3,1,5,3.0,1
GP,F,15,U,GT3,T,1,2,other,services,reputation,father,2,3,0,yes,yes,no,no,no,yes,yes,yes,3,2,4,1,2,4,0.0,1
GP,F,15,U,LE3,T,3,2,health,other,reputation,mother,1,2,0,yes,no,yes,no,yes,yes,yes,no,4,5,2,1,1,4,4.0,1
GP,M,16,U,GT3,T,2,2,other,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,1,3,1.0,1
GP,F,15,U,LE3,T,4,2,services,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,5,3,1,5,1,2.0,1
MS,F,15,U,LE3,T,1,1,at_home,services,other,mother,2,2,0,no,yes,no,no,yes,yes,no,no,4,3,3,4,2,4,3.0,1
MS,F,17,R,LE3,T,1,1,other,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,6.0,1
GP,F,17,U,GT3,T,2,2,services,other,reputation,father,2,2,1,no,no,no,yes,yes,yes,yes,yes,2,3,4,3,1,3,9.0,1
GP,F,17,U,GT3,T,2,1,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,yes,5,2,1,1,4,2,3.0,1
MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,2,2,3,1,5,11.0,1
GP,M,17,R,LE3,T,1,2,other,other,course,father,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,4,4,1,1,4,19.0,1
GP,F,16,U,GT3,T,3,2,teacher,at_home,home,mother,2,2,0,no,yes,no,yes,no,yes,yes,yes,5,4,1,1,1,5,3.0,1
